condition,type,fixed,code_system,code,comorbidity_system
gi,pc,0,icd10,0DT64ZZ,pccc
gi,pc,0,icd10,0DT67ZZ,pccc
gi,pc,0,icd10,0DT68ZZ,pccc
gi,pc,0,icd10,0DT80ZZ,pccc
gi,pc,0,icd10,0DT84ZZ,pccc
gi,pc,0,icd10,0DT87ZZ,pccc
gi,pc,0,icd10,0DT88ZZ,pccc
gi,pc,0,icd10,0DT90ZZ,pccc
gi,pc,0,icd10,0DT94ZZ,pccc
gi,pc,0,icd10,0DT97ZZ,pccc
gi,pc,0,icd10,0DT98ZZ,pccc
gi,pc,0,icd10,0DTE0ZZ,pccc
gi,pc,0,icd10,0DTE4ZZ,pccc
gi,pc,0,icd10,0DTE7ZZ,pccc
gi,pc,0,icd10,0DTE8ZZ,pccc
gi,pc,0,icd10,0DW04UZ,pccc
gi,pc,0,icd10,0DW08UZ,pccc
gi,pc,0,icd10,0DY80Z0,pccc
gi,pc,0,icd10,0DY80Z1,pccc
gi,pc,0,icd10,0DY80Z2,pccc
gi,pc,0,icd10,0DYE0Z0,pccc
gi,pc,0,icd10,0DYE0Z1,pccc
gi,pc,0,icd10,0DYE0Z2,pccc
gi,pc,0,icd10,0FT00ZZ,pccc
gi,pc,0,icd10,0FT04ZZ,pccc
gi,pc,0,icd10,0FTG0ZZ,pccc
gi,pc,0,icd10,0FTG4ZZ,pccc
gi,pc,0,icd10,0FY00Z0,pccc
gi,pc,0,icd10,0FY00Z1,pccc
gi,pc,0,icd10,0FY00Z2,pccc
gi,pc,0,icd10,0FYG0Z0,pccc
gi,pc,0,icd10,0FYG0Z1,pccc
gi,pc,0,icd10,0FYG0Z2,pccc
gi,pc,0,icd10,0WQFXZ2,pccc
gi,pc,0,icd10,3E0J3U0,pccc
gi,pc,0,icd10,3E0J3U1,pccc
gi,pc,0,icd10,3E0J7U0,pccc
gi,pc,0,icd10,3E0J7U1,pccc
gi,pc,0,icd10,3E0J8U0,pccc
gi,pc,0,icd10,3E0J8U1,pccc
gi,pc,0,icd10,3E1G78Z,pccc
gi,pc,0,icd10,3E1H78Z,pccc
gi,pc,0,icd10,3E030U0,pccc
gi,pc,0,icd10,3E030U1,pccc
gi,pc,0,icd10,3E033U0,pccc
gi,pc,0,icd10,3E033U1,pccc
hemato_immu,dx,0,icd9,042,pccc
hemato_immu,dx,0,icd9,043,pccc
hemato_immu,dx,0,icd9,044,pccc
hemato_immu,dx,0,icd9,135,pccc
hemato_immu,dx,0,icd9,279,pccc
hemato_immu,dx,0,icd9,284,pccc
hemato_immu,dx,0,icd9,2820,pccc
hemato_immu,dx,0,icd9,2821,pccc
hemato_immu,dx,0,icd9,2822,pccc
hemato_immu,dx,0,icd9,2823,pccc
hemato_immu,dx,0,icd9,2824,pccc
hemato_immu,dx,0,icd9,2825,pccc
hemato_immu,dx,0,icd9,2826,pccc
hemato_immu,dx,0,icd9,2860,pccc
hemato_immu,dx,0,icd9,2863,pccc
hemato_immu,dx,0,icd9,2881,pccc
hemato_immu,dx,0,icd9,2882,pccc
hemato_immu,dx,0,icd9,2884,pccc
hemato_immu,dx,0,icd9,4460,pccc
hemato_immu,dx,0,icd9,4461,pccc
hemato_immu,dx,0,icd9,4464,pccc
hemato_immu,dx,0,icd9,4465,pccc
hemato_immu,dx,0,icd9,4466,pccc
hemato_immu,dx,0,icd9,4467,pccc
hemato_immu,dx,0,icd9,7100,pccc
hemato_immu,dx,0,icd9,7101,pccc
hemato_immu,dx,0,icd9,7103,pccc
hemato_immu,dx,0,icd9,28732,pccc
hemato_immu,dx,0,icd9,28733,pccc
hemato_immu,dx,0,icd9,28739,pccc
hemato_immu,dx,0,icd9,28801,pccc
hemato_immu,dx,0,icd9,28802,pccc
hemato_immu,dx,0,icd9,44621,pccc
hemato_immu,dx,0,icd9,V08,pccc
hemato_immu,dx,0,icd10,B20,pccc
hemato_immu,dx,0,icd10,B21,pccc
hemato_immu,dx,0,icd10,B22,pccc
hemato_immu,dx,0,icd10,B23,pccc
hemato_immu,dx,0,icd10,B24,pccc
hemato_immu,dx,0,icd10,D55,pccc
hemato_immu,dx,0,icd10,D56,pccc
hemato_immu,dx,0,icd10,D57,pccc
hemato_immu,dx,0,icd10,D58,pccc
hemato_immu,dx,0,icd10,D60,pccc
hemato_immu,dx,0,icd10,D61,pccc
hemato_immu,dx,0,icd10,D66,pccc
hemato_immu,dx,0,icd10,D71,pccc
hemato_immu,dx,0,icd10,D80,pccc
hemato_immu,dx,0,icd10,D81,pccc
hemato_immu,dx,0,icd10,D82,pccc
hemato_immu,dx,0,icd10,D83,pccc
hemato_immu,dx,0,icd10,D84,pccc
hemato_immu,dx,0,icd10,D86,pccc
hemato_immu,dx,0,icd10,D682,pccc
hemato_immu,dx,0,icd10,D700,pccc
hemato_immu,dx,0,icd10,D704,pccc
hemato_immu,dx,0,icd10,D720,pccc
hemato_immu,dx,0,icd10,D761,pccc
hemato_immu,dx,0,icd10,D762,pccc
hemato_immu,dx,0,icd10,D763,pccc
hemato_immu,dx,0,icd10,D6941,pccc
hemato_immu,dx,0,icd10,D6942,pccc
hemato_immu,dx,0,icd10,M300,pccc
hemato_immu,dx,0,icd10,M303,pccc
hemato_immu,dx,0,icd10,M310,pccc
hemato_immu,dx,0,icd10,M311,pccc
hemato_immu,dx,0,icd10,M314,pccc
hemato_immu,dx,0,icd10,M316,pccc
hemato_immu,dx,0,icd10,M340,pccc
hemato_immu,dx,0,icd10,M341,pccc
hemato_immu,dx,0,icd10,M349,pccc
hemato_immu,dx,0,icd10,M359,pccc
hemato_immu,dx,0,icd10,M3130,pccc
hemato_immu,dx,0,icd10,M3210,pccc
hemato_immu,dx,0,icd10,M3390,pccc
hemato_immu,dx,0,icd10,Z21,pccc
hemato_immu,pc,0,icd9,415,pccc
hemato_immu,pc,0,icd9,4100,pccc
hemato_immu,pc,0,icd9,4101,pccc
hemato_immu,pc,0,icd9,4102,pccc
hemato_immu,pc,0,icd9,4103,pccc
hemato_immu,pc,0,icd9,4104,pccc
hemato_immu,pc,0,icd9,4105,pccc
hemato_immu,pc,0,icd9,4106,pccc
hemato_immu,pc,0,icd9,4107,pccc
hemato_immu,pc,0,icd9,4108,pccc
hemato_immu,pc,0,icd9,4109,pccc
hemato_immu,pc,0,icd9,4194,pccc
hemato_immu,pc,0,icd10,07TP0ZZ,pccc
hemato_immu,pc,0,icd10,07TP4ZZ,pccc
hemato_immu,pc,0,icd10,07YP0Z0,pccc
hemato_immu,pc,0,icd10,07YP0Z1,pccc
hemato_immu,pc,0,icd10,07YP0Z2,pccc
hemato_immu,pc,0,icd10,30230AZ,pccc
hemato_immu,pc,0,icd10,30230G0,pccc
hemato_immu,pc,0,icd10,30230G1,pccc
hemato_immu,pc,0,icd10,30230X0,pccc
hemato_immu,pc,0,icd10,30230X1,pccc
hemato_immu,pc,0,icd10,30230Y0,pccc
hemato_immu,pc,0,icd10,30230Y1,pccc
hemato_immu,pc,0,icd10,30233AZ,pccc
hemato_immu,pc,0,icd10,30233G0,pccc
hemato_immu,pc,0,icd10,30233G1,pccc
hemato_immu,pc,0,icd10,30233X0,pccc
hemato_immu,pc,0,icd10,30233X1,pccc
hemato_immu,pc,0,icd10,30233Y0,pccc
hemato_immu,pc,0,icd10,30233Y1,pccc
hemato_immu,pc,0,icd10,30240AZ,pccc
hemato_immu,pc,0,icd10,30240G0,pccc
hemato_immu,pc,0,icd10,30240G1,pccc
hemato_immu,pc,0,icd10,30240X0,pccc
hemato_immu,pc,0,icd10,30240X1,pccc
hemato_immu,pc,0,icd10,30240Y0,pccc
hemato_immu,pc,0,icd10,30240Y1,pccc
hemato_immu,pc,0,icd10,30243AZ,pccc
hemato_immu,pc,0,icd10,30243G0,pccc
hemato_immu,pc,0,icd10,30243G1,pccc
hemato_immu,pc,0,icd10,30243X0,pccc
hemato_immu,pc,0,icd10,30243X1,pccc
hemato_immu,pc,0,icd10,30243Y0,pccc
hemato_immu,pc,0,icd10,30243Y1,pccc
hemato_immu,pc,0,icd10,30250G0,pccc
hemato_immu,pc,0,icd10,30250G1,pccc
hemato_immu,pc,0,icd10,30250X0,pccc
hemato_immu,pc,0,icd10,30250X1,pccc
hemato_immu,pc,0,icd10,30250Y0,pccc
hemato_immu,pc,0,icd10,30250Y1,pccc
hemato_immu,pc,0,icd10,30253G0,pccc
hemato_immu,pc,0,icd10,30253G1,pccc
hemato_immu,pc,0,icd10,30253X0,pccc
hemato_immu,pc,0,icd10,30253X1,pccc
hemato_immu,pc,0,icd10,30253Y0,pccc
hemato_immu,pc,0,icd10,30253Y1,pccc
hemato_immu,pc,0,icd10,30260G0,pccc
hemato_immu,pc,0,icd10,30260G1,pccc
hemato_immu,pc,0,icd10,30260X0,pccc
hemato_immu,pc,0,icd10,30260X1,pccc
hemato_immu,pc,0,icd10,30260Y0,pccc
hemato_immu,pc,0,icd10,30260Y1,pccc
hemato_immu,pc,0,icd10,30263G0,pccc
hemato_immu,pc,0,icd10,30263G1,pccc
hemato_immu,pc,0,icd10,30263X0,pccc
hemato_immu,pc,0,icd10,30263X1,pccc
hemato_immu,pc,0,icd10,30263Y0,pccc
hemato_immu,pc,0,icd10,30263Y1,pccc
malignancy,dx,0,icd9,14,pccc
malignancy,dx,0,icd9,15,pccc
malignancy,dx,0,icd9,16,pccc
malignancy,dx,0,icd9,17,pccc
malignancy,dx,0,icd9,18,pccc
malignancy,dx,0,icd9,19,pccc
malignancy,dx,0,icd9,20,pccc
malignancy,dx,0,icd9,23,pccc
malignancy,dx,0,icd9,V4281,pccc
malignancy,dx,0,icd9,V4282,pccc
malignancy,dx,0,icd10,C,pccc
malignancy,dx,0,icd10,D00,pccc
malignancy,dx,0,icd10,D01,pccc
malignancy,dx,0,icd10,D02,pccc
malignancy,dx,0,icd10,D03,pccc
malignancy,dx,0,icd10,D3A0,pccc
malignancy,dx,0,icd10,D04,pccc
malignancy,dx,0,icd10,D05,pccc
malignancy,dx,0,icd10,D06,pccc
malignancy,dx,0,icd10,D07,pccc
malignancy,dx,0,icd10,D09,pccc
malignancy,dx,0,icd10,D37,pccc
malignancy,dx,0,icd10,D38,pccc
malignancy,dx,0,icd10,D39,pccc
malignancy,dx,0,icd10,D40,pccc
malignancy,dx,0,icd10,D41,pccc
malignancy,dx,0,icd10,D42,pccc
malignancy,dx,0,icd10,D43,pccc
malignancy,dx,0,icd10,D44,pccc
malignancy,dx,0,icd10,D45,pccc
malignancy,dx,0,icd10,D46,pccc
malignancy,dx,0,icd10,D47,pccc
malignancy,dx,0,icd10,D48,pccc
malignancy,dx,0,icd10,D49,pccc
malignancy,dx,0,icd10,Q850,pccc
malignancy,dx,0,icd10,T8600,pccc
malignancy,dx,0,icd10,T8601,pccc
malignancy,dx,0,icd10,T8602,pccc
malignancy,dx,0,icd10,T8609,pccc
malignancy,dx,0,icd10,Z9481,pccc
malignancy,dx,0,icd10,Z9484,pccc
malignancy,pc,0,icd9,0010,pccc
malignancy,pc,0,icd9,9925,pccc
malignancy,pc,0,icd10,3E0A305,pccc
malignancy,pc,0,icd10,3E0F305,pccc
malignancy,pc,0,icd10,3E0F705,pccc
malignancy,pc,0,icd10,3E0F805,pccc
malignancy,pc,0,icd10,3E0G305,pccc
malignancy,pc,0,icd10,3E0G705,pccc
malignancy,pc,0,icd10,3E0G805,pccc
malignancy,pc,0,icd10,3E0H305,pccc
malignancy,pc,0,icd10,3E0H705,pccc
malignancy,pc,0,icd10,3E0H805,pccc
malignancy,pc,0,icd10,3E0J305,pccc
malignancy,pc,0,icd10,3E0J705,pccc
malignancy,pc,0,icd10,3E0J805,pccc
malignancy,pc,0,icd10,3E0K305,pccc
malignancy,pc,0,icd10,3E0K705,pccc
malignancy,pc,0,icd10,3E0K805,pccc
malignancy,pc,0,icd10,3E0L305,pccc
malignancy,pc,0,icd10,3E0L705,pccc
malignancy,pc,0,icd10,3E0M305,pccc
malignancy,pc,0,icd10,3E0M705,pccc
malignancy,pc,0,icd10,3E0N305,pccc
malignancy,pc,0,icd10,3E0N705,pccc
malignancy,pc,0,icd10,3E0N805,pccc
malignancy,pc,0,icd10,3E0P305,pccc
malignancy,pc,0,icd10,3E0P705,pccc
malignancy,pc,0,icd10,3E0P805,pccc
malignancy,pc,0,icd10,3E0Q305,pccc
malignancy,pc,0,icd10,3E0Q705,pccc
malignancy,pc,0,icd10,3E0R305,pccc
malignancy,pc,0,icd10,3E0S305,pccc
malignancy,pc,0,icd10,3E0V305,pccc
malignancy,pc,0,icd10,3E0W305,pccc
malignancy,pc,0,icd10,3E00X05,pccc
malignancy,pc,0,icd10,3E0Y305,pccc
malignancy,pc,0,icd10,3E0Y705,pccc
malignancy,pc,0,icd10,3E01305,pccc
malignancy,pc,0,icd10,3E02305,pccc
malignancy,pc,0,icd10,3E03005,pccc
malignancy,pc,0,icd10,3E03305,pccc
malignancy,pc,0,icd10,3E04005,pccc
malignancy,pc,0,icd10,3E04305,pccc
malignancy,pc,0,icd10,3E05005,pccc
malignancy,pc,0,icd10,3E05305,pccc
malignancy,pc,0,icd10,3E06005,pccc
malignancy,pc,0,icd10,3E06305,pccc
metabolic,dx,0,icd9,243,pccc
metabolic,dx,0,icd9,270,pccc
metabolic,dx,0,icd9,271,pccc
metabolic,dx,0,icd9,272,pccc
metabolic,dx,0,icd9,2532,pccc
metabolic,dx,0,icd9,2535,pccc
metabolic,dx,0,icd9,2536,pccc
metabolic,dx,0,icd9,2539,pccc
metabolic,dx,0,icd9,2550,pccc
metabolic,dx,0,icd9,2552,pccc
metabolic,dx,0,icd9,2750,pccc
metabolic,dx,0,icd9,2751,pccc
metabolic,dx,0,icd9,2752,pccc
metabolic,dx,0,icd9,2753,pccc
metabolic,dx,0,icd9,2772,pccc
metabolic,dx,0,icd9,2773,pccc
metabolic,dx,0,icd9,2774,pccc
metabolic,dx,0,icd9,2775,pccc
metabolic,dx,0,icd9,2776,pccc
metabolic,dx,0,icd9,2778,pccc
metabolic,dx,0,icd9,2779,pccc
metabolic,dx,0,icd9,25513,pccc
metabolic,dx,0,icd9,V4585,pccc
metabolic,dx,0,icd9,V5391,pccc
metabolic,dx,0,icd9,V6546,pccc
metabolic,dx,0,icd10,E009,pccc
metabolic,dx,0,icd10,E85,pccc
metabolic,dx,0,icd10,E88,pccc
metabolic,dx,0,icd10,E222,pccc
metabolic,dx,0,icd10,E230,pccc
metabolic,dx,0,icd10,E232,pccc
metabolic,dx,0,icd10,E233,pccc
metabolic,dx,0,icd10,E237,pccc
metabolic,dx,0,icd10,E240,pccc
metabolic,dx,0,icd10,E242,pccc
metabolic,dx,0,icd10,E243,pccc
metabolic,dx,0,icd10,E248,pccc
metabolic,dx,0,icd10,E249,pccc
metabolic,dx,0,icd10,E250,pccc
metabolic,dx,0,icd10,E258,pccc
metabolic,dx,0,icd10,E259,pccc
metabolic,dx,0,icd10,E700,pccc
metabolic,dx,0,icd10,E702,pccc
metabolic,dx,0,icd10,E703,pccc
metabolic,dx,0,icd10,E704,pccc
metabolic,dx,0,icd10,E705,pccc
metabolic,dx,0,icd10,E708,pccc
metabolic,dx,0,icd10,E710,pccc
metabolic,dx,0,icd10,E711,pccc
metabolic,dx,0,icd10,E712,pccc
metabolic,dx,0,icd10,E713,pccc
metabolic,dx,0,icd10,E714,pccc
metabolic,dx,0,icd10,E715,pccc
metabolic,dx,0,icd10,E720,pccc
metabolic,dx,0,icd10,E721,pccc
metabolic,dx,0,icd10,E722,pccc
metabolic,dx,0,icd10,E723,pccc
metabolic,dx,0,icd10,E724,pccc
metabolic,dx,0,icd10,E728,pccc
metabolic,dx,0,icd10,E729,pccc
metabolic,dx,0,icd10,E740,pccc
metabolic,dx,0,icd10,E741,pccc
metabolic,dx,0,icd10,E742,pccc
metabolic,dx,0,icd10,E743,pccc
metabolic,dx,0,icd10,E744,pccc
metabolic,dx,0,icd10,E748,pccc
metabolic,dx,0,icd10,E749,pccc
metabolic,dx,0,icd10,E760,pccc
metabolic,dx,0,icd10,E761,pccc
metabolic,dx,0,icd10,E762,pccc
metabolic,dx,0,icd10,E763,pccc
metabolic,dx,0,icd10,E770,pccc
metabolic,dx,0,icd10,E771,pccc
metabolic,dx,0,icd10,E780,pccc
metabolic,dx,0,icd10,E781,pccc
metabolic,dx,0,icd10,E782,pccc
metabolic,dx,0,icd10,E783,pccc
metabolic,dx,0,icd10,E784,pccc
metabolic,dx,0,icd10,E785,pccc
metabolic,dx,0,icd10,E786,pccc
metabolic,dx,0,icd10,E787,pccc
metabolic,dx,0,icd10,E788,pccc
metabolic,dx,0,icd10,E789,pccc
metabolic,dx,0,icd10,E791,pccc
metabolic,dx,0,icd10,E798,pccc
metabolic,dx,0,icd10,E804,pccc
metabolic,dx,0,icd10,E805,pccc
metabolic,dx,0,icd10,E806,pccc
metabolic,dx,0,icd10,E807,pccc
metabolic,dx,0,icd10,E830,pccc
metabolic,dx,0,icd10,E831,pccc
metabolic,dx,0,icd10,E833,pccc
metabolic,dx,0,icd10,E834,pccc
metabolic,dx,0,icd10,E2681,pccc
metabolic,dx,0,icd10,H498,pccc
metabolic,dx,0,icd10,Z794,pccc
metabolic,dx,0,icd10,Z4681,pccc
metabolic,dx,0,icd10,Z9641,pccc
metabolic,pc,0,icd9,064,pccc
metabolic,pc,0,icd9,073,pccc
metabolic,pc,0,icd9,645,pccc
metabolic,pc,0,icd9,0652,pccc
metabolic,pc,0,icd9,0681,pccc
metabolic,pc,0,icd9,0764,pccc
metabolic,pc,0,icd9,0765,pccc
metabolic,pc,0,icd9,0768,pccc
metabolic,pc,0,icd9,0769,pccc
metabolic,pc,0,icd9,6241,pccc
metabolic,pc,0,icd9,6551,pccc
metabolic,pc,0,icd9,6553,pccc
metabolic,pc,0,icd9,6561,pccc
metabolic,pc,0,icd9,6563,pccc
metabolic,pc,0,icd9,6841,pccc
metabolic,pc,0,icd9,6849,pccc
metabolic,pc,0,icd9,6851,pccc
metabolic,pc,0,icd9,6859,pccc
metabolic,pc,0,icd9,6861,pccc
metabolic,pc,0,icd9,6869,pccc
metabolic,pc,0,icd9,6871,pccc
metabolic,pc,0,icd9,6879,pccc
metabolic,pc,0,icd9,8606,pccc
metabolic,pc,0,icd10,0GT00ZZ,pccc
metabolic,pc,0,icd10,0GT04ZZ,pccc
metabolic,pc,0,icd10,0GT40ZZ,pccc
metabolic,pc,0,icd10,0GT44ZZ,pccc
metabolic,pc,0,icd10,0GTK0ZZ,pccc
metabolic,pc,0,icd10,0GTK4ZZ,pccc
metabolic,pc,0,icd10,0GTR0ZZ,pccc
metabolic,pc,0,icd10,0GTR4ZZ,pccc
metabolic,pc,0,icd10,0JH60VZ,pccc
metabolic,pc,0,icd10,0JH63VZ,pccc
metabolic,pc,0,icd10,0JH70VZ,pccc
metabolic,pc,0,icd10,0JH73VZ,pccc
metabolic,pc,0,icd10,0JH80VZ,pccc
metabolic,pc,0,icd10,0JH83VZ,pccc
metabolic,pc,0,icd10,0JHD0VZ,pccc
metabolic,pc,0,icd10,0JHD3VZ,pccc
metabolic,pc,0,icd10,0JHF0VZ,pccc
metabolic,pc,0,icd10,0JHF3VZ,pccc
metabolic,pc,0,icd10,0JHG0VZ,pccc
metabolic,pc,0,icd10,0JHG3VZ,pccc
metabolic,pc,0,icd10,0JHH0VZ,pccc
metabolic,pc,0,icd10,0JHH3VZ,pccc
metabolic,pc,0,icd10,0JHL0VZ,pccc
metabolic,pc,0,icd10,0JHL3VZ,pccc
metabolic,pc,0,icd10,0JHM0VZ,pccc
metabolic,pc,0,icd10,0JHM3VZ,pccc
metabolic,pc,0,icd10,0JHN0VZ,pccc
metabolic,pc,0,icd10,0JHN3VZ,pccc
metabolic,pc,0,icd10,0JHP0VZ,pccc
metabolic,pc,0,icd10,0JHP3VZ,pccc
metabolic,pc,0,icd10,0JHT0VZ,pccc
metabolic,pc,0,icd10,0JHT3VZ,pccc
metabolic,pc,0,icd10,0UT2FZZ,pccc
metabolic,pc,0,icd10,0UT9FZZ,pccc
metabolic,pc,0,icd10,0UT20ZZ,pccc
metabolic,pc,0,icd10,0UT24ZZ,pccc
metabolic,pc,0,icd10,0UT27ZZ,pccc
metabolic,pc,0,icd10,0UT28ZZ,pccc
metabolic,pc,0,icd10,0UT40ZZ,pccc
metabolic,pc,0,icd10,0UT44ZZ,pccc
metabolic,pc,0,icd10,0UT47ZZ,pccc
metabolic,pc,0,icd10,0UT48ZZ,pccc
metabolic,pc,0,icd10,0UT70ZZ,pccc
metabolic,pc,0,icd10,0UT74ZZ,pccc
metabolic,pc,0,icd10,0UT90ZZ,pccc
metabolic,pc,0,icd10,0UT94ZZ,pccc
metabolic,pc,0,icd10,0UT97ZZ,pccc
metabolic,pc,0,icd10,0UT98ZZ,pccc
metabolic,pc,0,icd10,0UTC0ZZ,pccc
metabolic,pc,0,icd10,0UTC7ZZ,pccc
metabolic,pc,0,icd10,0UTC8ZZ,pccc
metabolic,pc,0,icd10,0VTC0ZZ,pccc
metabolic,pc,0,icd10,0VTC4ZZ,pccc
metabolic,pc,0,icd10,0W4M0J0,pccc
metabolic,pc,0,icd10,0W4M0K0,pccc
metabolic,pc,0,icd10,0W4M0Z0,pccc
metabolic,pc,0,icd10,0W4M070,pccc
metabolic,pc,0,icd10,0W4N0J1,pccc
metabolic,pc,0,icd10,0W4N0K1,pccc
metabolic,pc,0,icd10,0W4N0Z1,pccc
metabolic,pc,0,icd10,0W4N071,pccc
metabolic,pc,1,icd9,624,pccc
neonatal,dx,0,icd9,7670,pccc
neonatal,dx,0,icd9,7674,pccc
neonatal,dx,0,icd9,7685,pccc
neonatal,dx,0,icd9,7687,pccc
neonatal,dx,0,icd9,7689,pccc
neonatal,dx,0,icd9,7702,pccc
neonatal,dx,0,icd9,7707,pccc
neonatal,dx,0,icd9,7710,pccc
neonatal,dx,0,icd9,7711,pccc
neonatal,dx,0,icd9,7733,pccc
neonatal,dx,0,icd9,7734,pccc
neonatal,dx,0,icd9,7747,pccc
neonatal,dx,0,icd9,7765,pccc
neonatal,dx,0,icd9,7780,pccc
neonatal,dx,0,icd9,7797,pccc
neonatal,dx,0,icd9,76401,pccc
neonatal,dx,0,icd9,76402,pccc
neonatal,dx,0,icd9,76411,pccc
neonatal,dx,0,icd9,76412,pccc
neonatal,dx,0,icd9,76421,pccc
neonatal,dx,0,icd9,76422,pccc
neonatal,dx,0,icd9,76491,pccc
neonatal,dx,0,icd9,76492,pccc
neonatal,dx,0,icd9,76501,pccc
neonatal,dx,0,icd9,76502,pccc
neonatal,dx,0,icd9,76511,pccc
neonatal,dx,0,icd9,76512,pccc
neonatal,dx,0,icd9,76521,pccc
neonatal,dx,0,icd9,76522,pccc
neonatal,dx,0,icd9,76523,pccc
neonatal,dx,0,icd9,77213,pccc
neonatal,dx,0,icd9,77214,pccc
neonatal,dx,0,icd9,77753,pccc
neonatal,dx,0,icd10,P052,pccc
neonatal,dx,0,icd10,P059,pccc
neonatal,dx,0,icd10,P84,pccc
neonatal,dx,0,icd10,P100,pccc
neonatal,dx,0,icd10,P101,pccc
neonatal,dx,0,icd10,P104,pccc
neonatal,dx,0,icd10,P115,pccc
neonatal,dx,0,icd10,P210,pccc
neonatal,dx,0,icd10,P219,pccc
neonatal,dx,0,icd10,P250,pccc
neonatal,dx,0,icd10,P251,pccc
neonatal,dx,0,icd10,P252,pccc
neonatal,dx,0,icd10,P253,pccc
neonatal,dx,0,icd10,P258,pccc
neonatal,dx,0,icd10,P270,pccc
neonatal,dx,0,icd10,P271,pccc
neonatal,dx,0,icd10,P278,pccc
neonatal,dx,0,icd10,P350,pccc
neonatal,dx,0,icd10,P351,pccc
neonatal,dx,0,icd10,P0501,pccc
neonatal,dx,0,icd10,P0502,pccc
neonatal,dx,0,icd10,P0511,pccc
neonatal,dx,0,icd10,P0512,pccc
neonatal,dx,0,icd10,P524,pccc
neonatal,dx,0,icd10,P528,pccc
neonatal,dx,0,icd10,P560,pccc
neonatal,dx,0,icd10,P570,pccc
neonatal,dx,0,icd10,P578,pccc
neonatal,dx,0,icd10,P613,pccc
neonatal,dx,0,icd10,P614,pccc
neonatal,dx,0,icd10,P0701,pccc
neonatal,dx,0,icd10,P0702,pccc
neonatal,dx,0,icd10,P0721,pccc
neonatal,dx,0,icd10,P0722,pccc
neonatal,dx,0,icd10,P0723,pccc
neonatal,dx,0,icd10,P0724,pccc
neonatal,dx,0,icd10,P0725,pccc
neonatal,dx,0,icd10,P773,pccc
neonatal,dx,0,icd10,P832,pccc
neonatal,dx,0,icd10,P912,pccc
neonatal,dx,0,icd10,P916,pccc
neuromusc,dx,0,icd9,330,pccc
neuromusc,dx,0,icd9,331,pccc
neuromusc,dx,0,icd9,334,pccc
neuromusc,dx,0,icd9,335,pccc
neuromusc,dx,0,icd9,343,pccc
neuromusc,dx,0,icd9,740,pccc
neuromusc,dx,0,icd9,741,pccc
neuromusc,dx,0,icd9,742,pccc
neuromusc,dx,0,icd9,3180,pccc
neuromusc,dx,0,icd9,3181,pccc
neuromusc,dx,0,icd9,3182,pccc
neuromusc,dx,0,icd9,3320,pccc
neuromusc,dx,0,icd9,3321,pccc
neuromusc,dx,0,icd9,3330,pccc
neuromusc,dx,0,icd9,3332,pccc
neuromusc,dx,0,icd9,3334,pccc
neuromusc,dx,0,icd9,3335,pccc
neuromusc,dx,0,icd9,3337,pccc
neuromusc,dx,0,icd9,3339,pccc
neuromusc,dx,0,icd9,3361,pccc
neuromusc,dx,0,icd9,3368,pccc
neuromusc,dx,0,icd9,3379,pccc
neuromusc,dx,0,icd9,3418,pccc
neuromusc,dx,0,icd9,3440,pccc
neuromusc,dx,0,icd9,3449,pccc
neuromusc,dx,0,icd9,3453,pccc
neuromusc,dx,0,icd9,3481,pccc
neuromusc,dx,0,icd9,3484,pccc
neuromusc,dx,0,icd9,3491,pccc
neuromusc,dx,0,icd9,3590,pccc
neuromusc,dx,0,icd9,3591,pccc
neuromusc,dx,0,icd9,3593,pccc
neuromusc,dx,0,icd9,7595,pccc
neuromusc,dx,0,icd9,9962,pccc
neuromusc,dx,0,icd9,34290,pccc
neuromusc,dx,0,icd9,34481,pccc
neuromusc,dx,0,icd9,34501,pccc
neuromusc,dx,0,icd9,34511,pccc
neuromusc,dx,0,icd9,34541,pccc
neuromusc,dx,0,icd9,34561,pccc
neuromusc,dx,0,icd9,34571,pccc
neuromusc,dx,0,icd9,34581,pccc
neuromusc,dx,0,icd9,34591,pccc
neuromusc,dx,0,icd9,35921,pccc
neuromusc,dx,0,icd9,35922,pccc
neuromusc,dx,0,icd9,35923,pccc
neuromusc,dx,0,icd9,35929,pccc
neuromusc,dx,0,icd9,43401,pccc
neuromusc,dx,0,icd9,43491,pccc
neuromusc,dx,0,icd9,78003,pccc
neuromusc,dx,0,icd9,99663,pccc
neuromusc,dx,0,icd9,V452,pccc
neuromusc,dx,0,icd9,V5301,pccc
neuromusc,dx,0,icd9,V5302,pccc
neuromusc,dx,0,icd10,E75,pccc
neuromusc,dx,0,icd10,F71,pccc
neuromusc,dx,0,icd10,F72,pccc
neuromusc,dx,0,icd10,F73,pccc
neuromusc,dx,0,icd10,F842,pccc
neuromusc,dx,0,icd10,G10,pccc
neuromusc,dx,0,icd10,G20,pccc
neuromusc,dx,0,icd10,G71,pccc
neuromusc,dx,0,icd10,G72,pccc
neuromusc,dx,0,icd10,G94,pccc
neuromusc,dx,0,icd10,G111,pccc
neuromusc,dx,0,icd10,G112,pccc
neuromusc,dx,0,icd10,G114,pccc
neuromusc,dx,0,icd10,G118,pccc
neuromusc,dx,0,icd10,G119,pccc
neuromusc,dx,0,icd10,G120,pccc
neuromusc,dx,0,icd10,G121,pccc
neuromusc,dx,0,icd10,G122,pccc
neuromusc,dx,0,icd10,G128,pccc
